Gene Symbol,Relevance score
RPS25,1.59
RBM47,1.59
TRIM5,1.59
CHRAC1,1.59
RPGRIP1,1.59
CHRM1,1.59
SRRM1,1.59
ZFP82,1.59
MAPKAPK5,1.59
ZNF577,1.59
IFT20,1.59
FTSJ3,1.59
SNORD50A,1.59
ATG4D,1.59
MIR939,1.59
ZDHHC7,1.59
CPM,1.59
SMPD4,1.59
PRB1,1.59
GMFG,1.59
TOM1,1.59
EVI5,1.59
GTF3C4,1.58
EXOSC7,1.58
DNAJC15,1.58
RBM15,1.58
MAFF,1.58
SCARA3,1.58
BUB1B-PAK6,1.58
PDE4DIP,1.58
UTP18,1.58
ATP5IF1,1.58
CDKL2,1.58
LOC105371265,1.58
lnc-CHD9-4,1.58
DMTN,1.58
DDX54,1.58
ZNF609,1.58
MIR190B,1.58
LOC108449897,1.58
KPNA7,1.58
ELOA,1.58
SERPINB7,1.58
KCNA2,1.58
NREP,1.58
TMF1,1.58
TRAF3IP2,1.58
CETN1,1.58
HBD,1.58
HRK,1.58
SNRPA1,1.58
SF3A2,1.58
CYP2F1,1.57
PIAS2,1.57
CORO2B,1.57
EML2,1.57
ZSCAN16,1.57
IQUB,1.57
CFAP77,1.57
BUD23,1.57
MRPS31,1.57
LOC111188152,1.57
MIR573,1.57
NOMO1,1.57
OXSR1,1.57
RAI14,1.57
ALDH1B1,1.57
DNAI1,1.57
TNFAIP8L3,1.57
FCGR2C,1.57
CCP110,1.57
WDR66,1.57
FKBP14,1.57
CELSR2,1.57
DDAH2,1.57
SLCO4A1,1.57
IGHA2,1.57
TBCC,1.57
MED20,1.57
CDK19,1.57
HEPH,1.57
AVPR1B,1.57
MED25,1.57
IK,1.57
MIR603,1.56
HSD17B7P2,1.56
FAM120C,1.56
LGALSL,1.56
CEP131,1.56
TMEM184B,1.56
SERHL,1.56
DGKQ,1.56
IL21R,1.56
SLC6A14,1.56
QSER1,1.56
PRKX,1.56
SLC4A4,1.56
PLXNA3,1.56
JAKMIP2,1.56
DSEL,1.56
TTLL10,1.56
TMEM140,1.56
GMCL2,1.56
SH2D4B,1.56
PURB,1.56
OSBP2,1.56
SNU13,1.56
IL25,1.56
DEGS1,1.56
RABEP2,1.56
LOC106128905,1.56
SCAMP3,1.56
MTBP,1.56
NVL,1.56
TOB2,1.56
CLK2,1.56
MMP24,1.56
MIR663B,1.55
EXOSC9,1.55
ZDHHC20,1.55
CPNE1,1.55
H2AZ2,1.55
THOP1,1.55
FAM83D,1.55
PSMB3,1.55
TJP3,1.55
DNAJC12,1.55
NEPRO,1.55
RBM7,1.55
RAVER1,1.55
TGM7,1.55
NFIA,1.55
RASSF3,1.55
DGUOK,1.55
DHX36,1.55
SUGP2,1.55
MIR33B,1.55
STX6,1.55
SNTB2,1.55
UBL4A,1.55
SULT4A1,1.55
ZNF592,1.55
AMDHD2,1.55
PBX4,1.55
NPBWR2,1.55
BPIFB2,1.55
ZNF572,1.55
TMEM25,1.55
EEA1,1.55
CEACAM8,1.55
DNASE1L1,1.55
GALNT4,1.55
MMP28,1.54
YTHDC1,1.54
GALK2,1.54
CSAD,1.54
EMID1,1.54
AIF1L,1.54
FBXO46,1.54
PAOX,1.54
LONP2,1.54
SEC14L1,1.54
LSS,1.54
NMUR2,1.54
HSD17B14,1.54
U2SURP,1.54
SLC39A5,1.54
DDX56,1.54
WIZ,1.54
RP1,1.54
MRPS28,1.54
RPS27L,1.54
DUOXA1,1.54
HMG20A,1.54
NLRP2,1.54
KCNA4,1.54
GPM6B,1.54
COCH,1.54
COX7B,1.54
CBLIF,1.54
GRPEL1,1.54
RNFT1,1.53
MIR3619,1.53
MED21,1.53
MRPL54,1.53
DOCK9,1.53
LMLN,1.53
PRSS3P2,1.53
GRIA4,1.53
TAF4,1.53
DAGLB,1.53
SENP5,1.53
FAF2,1.53
PIGO,1.53
P2RY14,1.53
TOMM40L,1.53
DMRTA1,1.53
ZNF560,1.53
ZNF540,1.53
ZBTB8B,1.53
ITPRID1,1.53
MED22,1.53
PPP1R16A,1.53
RAMP1,1.53
CDC42BPG,1.53
DNMBP,1.53
SLIRP,1.53
RRP36,1.53
SRP68,1.53
PTDSS1,1.53
CLTB,1.53
SLX4IP,1.53
CLP1,1.53
MIR365B,1.53
HLF,1.53
THOC2,1.53
PLS1,1.53
ORM2,1.53
NCS1,1.53
KANK2,1.53
GNL3L,1.53
LARP4,1.53
RAD51AP1,1.53
CENPU,1.53
PKMYT1,1.53
ICAM2,1.53
GPN1,1.53
RPL37,1.53
PATE1,1.53
ARHGEF15,1.53
ELP5,1.53
CAPN5,1.52
SLC39A8,1.52
HLA-DMA,1.52
CAPZA2,1.52
ANKRD26,1.52
CYTH3,1.52
SUSD4,1.52
LENG8,1.52
TMEM45A,1.52
INSIG2,1.52
SGCE,1.52
SIDT1,1.52
WBP11,1.52
ADAT2,1.52
KIN,1.52
ESRP2,1.52
NCCRP1,1.52
GID8,1.52
MAP1S,1.52
SLC22A11,1.52
EIF3L,1.52
FKBP15,1.52
INTS8,1.52
COBL,1.52
P2RY6,1.52
CDKN2AIP,1.52
CTNS,1.52
PPP2R2C,1.52
AP1S2,1.52
SUCLG2,1.52
MICU1,1.52
ARID3A,1.52
JCHAIN,1.52
ABCC10,1.52
MFAP4,1.52
GAK,1.52
UGT2B10,1.52
KCNB2,1.51
KCNH4,1.51
ZNF43,1.51
CLSTN3,1.51
RNPEPL1,1.51
ZNF480,1.51
SPNS3,1.51
SLC26A10,1.51
CPO,1.51
WDR49,1.51
AMTN,1.51
ERI2,1.51
ZSCAN5A,1.51
MS4A5,1.51
OR1E2,1.51
C12orf76,1.51
VSTM4,1.51
PDILT,1.51
PLPPR2,1.51
VRTN,1.51
SLC66A2,1.51
TTC27,1.51
CDC42EP3,1.51
UBE2J2,1.51
SUPT20H,1.51
LRCH4,1.51
SPATS2,1.51
TBX15,1.51
RHOBTB1,1.51
NOC4L,1.51
CCZ1,1.51
PRR4,1.51
KIAA0586,1.51
TMEM106B,1.51
ZNF639,1.51
ADGRL3,1.51
LOC101929165,1.51
LOC105372990,1.51
LOC101927764,1.51
MIR888,1.51
TAAR1,1.51
CNOT11,1.51
USP24,1.51
TM9SF2,1.51
PPIAP29,1.51
ZKSCAN8,1.51
RBBP8NL,1.51
ANKRD46,1.51
ARL6IP4,1.51
RAB3IP,1.51
YKT6,1.51
PANX1,1.51
MIR219A2,1.51
TAF12,1.51
FMNL2,1.51
PALM3,1.5
LPIN2,1.5
LOC110806306,1.5
XYLT2,1.5
CER1,1.5
ZNF23,1.5
ENSG00000181097,1.5
SYCP3,1.5
MGRN1,1.5
CDK5RAP2,1.5
BRINP3,1.5
TMCC1,1.5
MIR770,1.5
HTR3B,1.5
HMGCS1,1.5
VDAC3,1.5
MTCH2,1.5
C7orf50,1.5
DOP1B,1.5
CARD8,1.5
ICE2,1.5
LRRN2,1.5
BMP8A,1.5
CDK16,1.5
FAAP100,1.5
SMPD3,1.5
LIMS2,1.5
AS3MT,1.5
POLRMT,1.5
KIF3C,1.5
KSR2,1.5
RAB11FIP4,1.5
ADAM1A,1.5
NDST1,1.49
RPL38,1.49
STRN4,1.49
NELFE,1.49
MDFIC,1.49
RAB6A,1.49
TMEFF1,1.49
MIR3120,1.49
MAP1LC3C,1.49
SLC30A8,1.49
WBP2NL,1.49
STX10,1.49
PGRMC2,1.49
MPHOSPH8,1.49
NDUFV1,1.49
MTMR11,1.49
SEC22B,1.49
SESN1,1.49
CST9,1.49
IGES,1.49
SERPINA10,1.49
BNC2,1.49
PIP5K1B,1.49
RHEBL1,1.49
GPRASP1,1.49
FIS1,1.49
MIR513A1,1.48
CD200R1,1.48
CRYBG1,1.48
ZWINT,1.48
SLC1A3,1.48
ORMDL1,1.48
ZNF185,1.48
THAP4,1.48
HIGD1A,1.48
TMEM18,1.48
MXRA8,1.48
DNTTIP1,1.48
LINC02143,1.48
MS,1.48
CPEB2,1.48
RETNLB,1.48
PHF1,1.48
SFXN1,1.48
MKRN1,1.48
IFNA5,1.48
TNRC6C,1.48
FRYL,1.48
DDX49,1.48
IRGC,1.48
ADAMTS7P3,1.48
FBXO45,1.48
GNPAT,1.48
CGN,1.48
MIR4262,1.48
NCAPH,1.48
GABARAPL2,1.48
RBM22,1.48
UQCC2,1.47
SYN1,1.47
UNC93B1,1.47
PI4KA,1.47
INS-IGF2,1.47
SRP14,1.47
SAP30L,1.47
PPP6R1,1.47
PRAG1,1.47
PDXP,1.47
BRPF1,1.47
RER1,1.47
PREB,1.47
POLR2G,1.47
SLC27A6,1.47
STX18,1.47
DDX50,1.47
TOX4,1.47
TIMM44,1.47
LEPROT,1.47
NOC3L,1.47
ATP5MF,1.47
DNAJC10,1.47
TRPV2,1.47
SAE1,1.47
PCP4,1.47
SYNGR3,1.47
NKX2-3,1.47
MIR3646,1.47
FBXW8,1.47
LINC00926,1.47
ZKSCAN1,1.47
SPATS2L,1.47
BCL2L13,1.47
SPC24,1.47
ZNF165,1.47
DIXDC1,1.47
ST7-OT3,1.47
PIGU,1.47
HSDL2,1.47
ULK4,1.47
KCNK5,1.46
QRICH1,1.46
TOMM34,1.46
ACTL7A,1.46
SUMO3,1.46
FOXD1,1.46
ITM2B,1.46
ARIH1,1.46
SLC44A1,1.46
WSB1,1.46
LIN7C,1.46
GPATCH4,1.46
NOL10,1.46
CMAS,1.46
DEFA6,1.46
POLR3K,1.46
FAM83H,1.46
DHX33,1.46
NDUFB3,1.46
PCSK1N,1.46
TBX18,1.46
GAREM1,1.46
LARP6,1.46
RBMS1,1.46
MFSD6,1.46
ZNF503,1.46
MIR765,1.46
SEC13,1.46
DCUN1D5,1.46
TENT4B,1.46
CRIM1,1.46
GTF2H2C,1.46
CD160,1.46
FYCO1,1.46
DUSP14,1.46
TSNAX,1.46
COLQ,1.46
MIR4484,1.46
AP1G1,1.45
RNPS1,1.45
XPO7,1.45
MSL1,1.45
ATP5PB,1.45
FBH1,1.45
HYLS1,1.45
UFSP2,1.45
BTBD9,1.45
IGSF10,1.45
CHRNE,1.45
CNNM3,1.45
LINC00173,1.45
MYO3B,1.45
DDX47,1.45
NDUFS1,1.45
SLC1A2,1.45
TAF6,1.45
LOC109611593,1.45
HNRNPA1L2,1.45
ITPRIP,1.45
C2orf49,1.45
TEAD3,1.45
SPATA4,1.45
SLC38A2,1.45
TANC2,1.45
SLC30A5,1.45
AGAP3,1.45
EMC6,1.45
MIR3614,1.45
AGBL2,1.45
APMAP,1.45
FAM172A,1.45
GPLD1,1.45
ARFGAP2,1.45
DTYMK,1.45
EFHD2,1.45
LINC00518,1.45
MAGOH,1.44
GOLGA5,1.44
PGAM1P5,1.44
HSALNG0054372,1.44
MIR3074,1.44
ACTL6B,1.44
MIR3666,1.44
BPI,1.44
LINC01614,1.44
SOCS4,1.44
GNS,1.44
TESK2,1.44
GPATCH1,1.44
AGL,1.44
TXNL4A,1.44
OVOL2,1.44
EXOSC5,1.44
GAPVD1,1.44
DCP1A,1.44
PRDM15,1.44
CYP2C18,1.44
DNAJC9,1.44
IPO4,1.44
OPRPN,1.44
PIK3AP1,1.44
GUF1,1.44
IQSEC2,1.44
MUC15,1.44
SNORD138,1.44
MIR1204,1.44
SMU1,1.44
ZNF512B,1.44
LOC109286556,1.44
MMP20,1.44
TREX2,1.44
MED9,1.44
EMILIN1,1.44
EXOSC1,1.44
ATL1,1.44
DCTPP1,1.44
PHF12,1.43
POLR1B,1.43
MRPL1,1.43
MRPL48,1.43
CTSF,1.43
CDH19,1.43
ISYNA1,1.43
PPIL1,1.43
MAPK8IP3,1.43
RETREG3,1.43
MRM3,1.43
PTBP2,1.43
COMMD1,1.43
LARP4B,1.43
WDR33,1.43
SKA3,1.43
NXF2B,1.43
TMC1,1.43
SIX2,1.43
RPL37A,1.43
TAF1B,1.43
CLPB,1.43
MIOS,1.43
MON2,1.43
TAF2,1.43
TMEM88,1.43
ANKRD27,1.43
PAMR1,1.43
MPHOSPH10,1.43
TMEM219,1.43
RILP,1.43
C1QTNF3,1.43
GAP43,1.43
HOXD9,1.43
CLIC6,1.42
CBLC,1.42
FAM155A,1.42
GOSR1,1.42
MFAP1,1.42
FOXJ3,1.42
REPIN1,1.42
LRCH3,1.42
AKAP8L,1.42
C1orf159,1.42
REEP2,1.42
SRR,1.42
BRCA1P1,1.42
SAMM50,1.42
MIR519C,1.42
HS2ST1,1.42
ZHX3,1.42
ATP9A,1.42
REXO4,1.42
ADAMTS16,1.42
MED18,1.42
NDC1,1.42
MIR3065,1.42
PWP2,1.42
TXNDC5,1.42
ADAMTS12,1.42
MIR4443,1.42
MAPK4,1.42
CSTF3,1.42
DDAH1,1.42
DGKB,1.42
IBTK,1.42
ARL17A,1.42
RPS10P5,1.42
PLXNB2,1.42
LSM7,1.42
RRP15,1.42
SPOUT1,1.42
TGFBRAP1,1.42
THAP12,1.42
GPAA1,1.41
PNPLA8,1.41
MINAR1,1.41
COL27A1,1.41
PPAN,1.41
TICRR,1.41
RSBN1L,1.41
SAP18,1.41
PLCZ1,1.41
TAF6L,1.41
TAF9B,1.41
SURF6,1.41
HAUS8,1.41
ACSS2,1.41
ZCCHC10,1.41
KAZN,1.41
TAS1R3,1.41
GPBP1,1.41
KRTCAP2,1.41
HEATR3,1.41
JADE1,1.41
TRIM31,1.41
FBXO42,1.41
PHLDB2,1.41
MYH7B,1.41
EEPD1,1.41
HM13,1.41
CDC26,1.41
MIR711,1.41
SGCZ,1.41
SCUBE1,1.41
FAAP20,1.41
SYCP1,1.41
KIR2DS1,1.41
LTN1,1.41
GK2,1.41
HAUS4,1.41
BRF2,1.41
NLRP12,1.41
CST2,1.4
STK17B,1.4
NDUFS8,1.4
NPNT,1.4
GPR132,1.4
DUSP23,1.4
KLRD1,1.4
CDCA3,1.4
NUFIP2,1.4
ST6GALNAC3,1.4
METAP1,1.4
PPP1R18,1.4
SEC24B,1.4
GPAT2,1.4
HMBOX1,1.4
KLHL12,1.4
CRBN,1.4
ZNF143,1.4
MIR564,1.4
TNPO1,1.4
GTF2F1,1.4
KIAA0556,1.4
FAM53A,1.4
MAP4K5,1.4
STX2,1.4
PATL1,1.4
TP53I11,1.4
TMEM126A,1.4
ARPC3,1.4
MPDU1,1.4
HEATR1,1.4
ZBED6,1.39
HPCAL1,1.39
COPS8,1.39
SNX32,1.39
HMGN1P29,1.39
RBM45,1.39
BICD1,1.39
NEFM,1.39
CDH8,1.39
ARL4D,1.39
FAM20A,1.39
SLC25A12,1.39
TMEM245,1.39
MGAT3,1.39
CTF1,1.39
DNAH7,1.39
WLS,1.39
SSH2,1.39
RAB4A,1.39
ZNF496,1.39
UNC5B-AS1,1.39
BORA,1.39
MIR4457,1.39
ENSG00000269307,1.39
HOXB8,1.39
DLD,1.39
ADCYAP1R1,1.39
PELO,1.39
ANKZF1,1.39
TBRG4,1.39
KCTD6,1.39
RBM23,1.39
GET4,1.39
MIR593,1.39
ATP5F1E,1.39
CGB1,1.39
ALG13,1.39
DSCAM,1.39
PPP1R11,1.39
MRPL38,1.39
NMUR1,1.39
PSMD13,1.39
SCN7A,1.39
DGKH,1.39
DPY30,1.39
BACE1,1.39
CLK1,1.39
IDH3A,1.38
SGF29,1.38
H2BC3,1.38
MIPEP,1.38
TMEM158,1.38
WDPCP,1.38
NOX3,1.38
SLC25A52,1.38
ANKRD28,1.38
TBPL1,1.38
RNF180,1.38
CAMTA1-DT,1.38
DYNLL2,1.38
POTEI,1.38
TTC28,1.38
SEPTIN6,1.38
DAOA,1.38
RAB8A,1.38
BRK1,1.38
PPM1G,1.38
ERLIN1,1.38
ZFPL1,1.38
AP5B1,1.38
NOMO2,1.38
IFIT2,1.38
UGGT1,1.38
EIF2S3,1.38
ARHGEF17,1.38
BZW1,1.38
AP3D1,1.38
MYL12A,1.38
MFAP2,1.38
DENND1A,1.38
CDK5RAP1,1.38
LSM3,1.38
HBG1,1.38
PHETA1,1.38
DPF3,1.38
SNRNP27,1.38
SPTY2D1,1.38
ZCCHC9,1.38
SIGIRR,1.38
MAPT-AS1,1.37
CDC42SE2,1.37
AFF4,1.37
MTMR10,1.37
POLR2C,1.37
PRTG,1.37
TAF5L,1.37
GDF11,1.37
RPP30,1.37
OVOL1,1.37
SH2D3C,1.37
SOGA1,1.37
SRPRB,1.37
TRAPPC2L,1.37
NDUFB4,1.37
TENT2,1.37
PLPPR5,1.37
TMEM50A,1.37
APPL2,1.37
IPO5,1.37
LINC00324,1.37
MIR892B,1.37
SMOC1,1.37
SAT2,1.37
CDH12,1.37
PRPF38B,1.37
TMEM201,1.37
WDR55,1.37
PACRG,1.37
ASF1B,1.37
NUDC,1.37
MIR466,1.36
FOLH1B,1.36
ZNF574,1.36
DHX58,1.36
NUDT2,1.36
POP4,1.36
SSR3,1.36
H2BC5,1.36
CSTF2,1.36
SCAF11,1.36
ZNF768,1.36
ERMP1,1.36
SOX13,1.36
TDH,1.36
DPP8,1.36
KLC3,1.36
IRAK2,1.36
PKD3,1.36
CLRN1-AS1,1.36
KREMEN1,1.36
APOM,1.36
THEMIS,1.36
MSL3,1.36
DMAC2,1.36
FCGR1B,1.36
IGFBPL1,1.36
TRMT12,1.36
SFI1,1.36
MMS22L,1.36
SLC41A1,1.36
ATP11B,1.36
TANGO2,1.35
RGS8,1.35
RAB6C,1.35
RCAN3,1.35
SNX2,1.35
NOL9,1.35
APOC1P1,1.35
MAGEB2,1.35
TIPIN,1.35
DDX31,1.35
ATXN2L,1.35
WWC3,1.35
CSTF2T,1.35
FBXL14,1.35
CHPF,1.35
UHRF1BP1L,1.35
MIR1180,1.35
KCTD10,1.35
MIR3170,1.35
NFKBIL1,1.35
ZSWIM6,1.35
RFESD,1.35
PLPP5,1.35
ARGLU1,1.35
COPRS,1.35
HOXB6,1.35
RAI2,1.35
SNHG32,1.35
EHBP1L1,1.35
MRPS5,1.35
NBPF12,1.35
VARS2,1.35
B3GALT4,1.35
MIR1266,1.35
GTF3C3,1.35
OMD,1.35
CRIP1,1.35
HPCA,1.35
FMO2,1.35
BBS10,1.35
PREPL,1.35
CDHR1,1.35
PSG6,1.34
CCDC59,1.34
CABP1,1.34
NDUFAF7,1.34
FREM3,1.34
TELO2,1.34
THSD4,1.34
C12orf75,1.34
SLCO3A1,1.34
C20orf187,1.34
MIR891B,1.34
COLEC10,1.34
MIR761,1.34
SLC25A20,1.34
MAGI1,1.34
WFDC21P,1.34
OSBPL3,1.34
ZSWIM5,1.34
LGI4,1.34
CISD1,1.34
SLC39A14,1.34
PCOLCE,1.34
KDM7A,1.34
NKX6-1,1.34
MIR1193,1.34
TBCB,1.34
MRPS25,1.34
BAALC-AS1,1.34
CLCC1,1.34
TOR1AIP2,1.34
GIT2,1.34
RSRP1,1.34
MIR450B,1.34
RFX4,1.34
MAP9,1.33
MIR633,1.33
MEX3C,1.33
SMYD4,1.33
TTC8,1.33
RNF169,1.33
YLPM1,1.33
KIAA1211L,1.33
TMEM258,1.33
MTSS2,1.33
BDH1,1.33
PAQR4,1.33
LIFR-AS1,1.33
SLC7A9,1.33
MTCO3P1,1.33
ZNRF1,1.33
VPS13D,1.33
RN7SKP43,1.33
RNU6-813P,1.33
ENSG00000258017,1.33
ENSG00000259855,1.33
RF00026-980,1.33
CTNNAL1,1.33
SKAP2,1.33
VGLL3,1.33
AP1S1,1.33
NSL1,1.33
HIPK3,1.33
SLC25A10,1.33
CDYL,1.33
EPS15L1,1.33
USP3,1.33
PLEKHA5,1.33
SMPDL3B,1.33
NIFK,1.33
CTTNBP2NL,1.33
RABL3,1.33
BEX1,1.33
IFI35,1.33
HAUS3,1.33
PRIM2,1.33
USP6NL,1.33
HECTD1,1.33
RAMP2,1.33
INSIG1,1.33
CEP135,1.33
OTUD6B,1.33
SLC46A1,1.33
LOC110973015,1.33
PLEKHH3,1.33
SDF2L1,1.33
MGAT2,1.32
PHKA1,1.32
UFM1,1.32
SLC2A6,1.32
HOXD1,1.32
NADSYN1,1.32
RGS20,1.32
TNS2,1.32
RNF111,1.32
SPO11,1.32
YIPF5,1.32
CLN8,1.32
CLTA,1.32
ARPC1A,1.32
AP1M2,1.32
TMEM126B,1.32
MOB4,1.32
LSM12,1.32
TCEAL2,1.32
TMEM256,1.32
NIPSNAP2,1.32
INTS4,1.32
ATP13A2,1.32
ZNF225,1.32
KCNS1,1.32
ZNF608,1.32
SSR1,1.32
CLEC14A,1.32
SYT2,1.32
DECR2,1.32
LINC00589,1.32
ZNF584,1.32
C12orf49,1.32
TCEAL4,1.31
EIF2AK1,1.31
KERA,1.31
MIR300,1.31
UBAP1,1.31
PKNOX2,1.31
EID3,1.31
RPL13P12,1.31
TMEM135,1.31
FTMT,1.31
HCAR3,1.31
DDX55,1.31
RBM34,1.31
CFAP410,1.31
DYNC1LI2,1.31
MAF1,1.31
ADRA2B,1.31
PUM2,1.31
USP30,1.31
PHF3,1.31
DEDD,1.31
MTFR1L,1.31
UBN2,1.31
TOMM70,1.31
SNX5,1.31
ARHGAP15,1.31
ATXN3L,1.31
SLC2A14,1.31
KCTD2,1.31
VWCE,1.31
TENT5C,1.31
ZNF589,1.31
IL5RA,1.31
GALNT1,1.31
ANKRD16,1.31
MBTD1,1.31
NPRL3,1.31
ANO9,1.31
THUMPD1,1.31
HOXC11,1.31
MSRB2,1.31
CYP4F3,1.31
SIGLEC9,1.31
MRPL57,1.3
ECM2,1.3
ENSG00000204117,1.3
RAB3D,1.3
PPID,1.3
MIR4723,1.3
PCSK5,1.3
PPP1R26,1.3
TOMM22,1.3
TIMM21,1.3
TEX264,1.3
POLR1E,1.3
ARPC4,1.3
CAMSAP1,1.3
KANSL3,1.3
SRPRA,1.3
LINC00702,1.3
SMIM10L2A,1.3
IDS,1.3
MOSPD2,1.3
NSA2,1.3
TMEM218,1.3
RHPN1-AS1,1.3
MIR4654,1.3
MIR4698,1.3
SYT5,1.3
SULT1C2,1.3
ANKRD13D,1.3
MIR3679,1.3
EFNA4,1.3
GDI2,1.3
IGHG2,1.3
SLCO6A1,1.3
SPRR1A,1.29
FLRT2,1.29
LSM5,1.29
UBP1,1.29
DDX11,1.29
AQP7,1.29
PAM16,1.29
ASXL3,1.29
SLITRK1,1.29
POMK,1.29
SLC7A10,1.29
OSBPL8,1.29
SCCPDH,1.29
INO80C,1.29
NPSA,1.29
GML,1.29
CASD1,1.29
DNTTIP2,1.29
PAK1IP1,1.29
ZFYVE21,1.29
LBH,1.29
LOC109113860,1.29
TUBB7P,1.29
SSTR5-AS1,1.29
CORO6,1.29
CARMIL1,1.29
TRMT9B,1.29
ZNF446,1.29
ZFP91,1.29
NTM,1.28
MYO9A,1.28
NEK11,1.28
PPP6R3,1.28
PDSS2,1.28
AGBL1,1.28
SNTB1,1.28
RCA1,1.28
ERVK-18,1.28
TRMT112,1.28
MIR8084,1.28
PLVAP,1.28
RP1L1,1.28
FOXI3,1.28
PPP1R3F,1.28
SCFD1,1.28
ZMYM3,1.28
HNRNPLL,1.28
ARHGAP39,1.28
CASKIN2,1.28
CAMSAP3,1.28
ZC3H15,1.28
COL16A1,1.28
MEGF11,1.28
SLCO5A1,1.28
ASIC3,1.28
INGX,1.28
IL20RA,1.28
TNNI1,1.28
NPM2,1.28
MIR621,1.28
MIR509-2,1.28
PDCD11,1.28
RASSF9,1.28
ACAT2,1.28
HERC5,1.28
BANF1,1.28
WDR12,1.28
EXOC8,1.28
TMEM120A,1.28
MRPL37,1.28
IGKV3-20,1.28
ANGPTL1,1.27
MRPL22,1.27
MTPN,1.27
MRGPRD,1.27
SLF2,1.27
LY6E-DT,1.27
B3GAT3,1.27
GZF1,1.27
CADM4,1.27
RCBTB1,1.27
RN7SL5P,1.27
GLULP6,1.27
KRT18P27,1.27
RPS12P24,1.27
RPS18P6,1.27
RPS8P6,1.27
RPL9P19,1.27
CENPJ,1.27
ACOX3,1.27
CHSY3,1.27
TK2,1.27
CKS1BP7,1.27
PLXNB3,1.27
TRPM3,1.27
ZP3,1.27
CHAMP1,1.27
DYNC1LI1,1.27
GINS3,1.27
ARMCX2,1.27
BUD31,1.27
PLEKHG3,1.27
ZNF787,1.27
CISD3,1.27
RTF2,1.27
CRAMP1,1.27
MIR933,1.27
TRPV5,1.27
LOC107980440,1.27
WNK4,1.27
MIR3127,1.27
MIR3194,1.27
ADAM21,1.27
IMPG1,1.27
GTSE1,1.27
NRM,1.27
ST13P4,1.27
CABLES2,1.27
NCAPG2,1.27
ASPA,1.27
TRMT6,1.27
CPT1C,1.27
GADD45GIP1,1.27
NME7,1.26
RPL21P4,1.26
MIR4644,1.26
RBMX2,1.26
FRS3,1.26
PPIC,1.26
PCYT2,1.26
MTMR4,1.26
CWF19L2,1.26
PCNX3,1.26
MOS,1.26
HBB-LCR,1.26
MIR645,1.26
TNIP3,1.26
PTCD1,1.26
SCN3A,1.26
PI4K2A,1.26
ZDHHC5,1.26
WDR82,1.26
L3MBTL3,1.26
AGPAT5,1.26
FRA6E,1.26
FAM83A-AS1,1.26
ENSG00000258798,1.26
CILP,1.26
FCAR,1.26
TUBGCP3,1.26
PHLDA3,1.26
RDH13,1.26
ZNF746,1.26
HAUS5,1.26
PAXBP1,1.26
SLTM,1.26
TMED7,1.26
RMDN3,1.26
ZNF691,1.26
PBDC1,1.26
MIR4319,1.26
MIR4316,1.26
TMEM109,1.26
ERVK-21,1.26
MMP23A,1.26
IL4I1,1.26
RLF,1.26
ZNF227,1.25
UBA3,1.25
ELOVL7,1.25
RGP1,1.25
TDRD6,1.25
MTREX,1.25
MOCS3,1.25
TRIM39,1.25
STAMBP,1.25
ZBTB8A,1.25
TOGARAM2,1.25
NKX2-2,1.25
COL5A3,1.25
PHLDB3,1.25
ANKRD13A,1.25
VPS13C,1.25
ERICH6B,1.25
GOLT1A,1.25
TMTC3,1.25
CCHCR1,1.25
PDZD11,1.25
AVL9,1.25
TMEM65,1.25
SLC25A36,1.25
ZC3H18,1.25
SLC45A1,1.25
ACAP3,1.24
TRIM46,1.24
KRT84,1.24
ATAD3C,1.24
TAF1C,1.24
ST8SIA6,1.24
PUS7,1.24
PDCL,1.24
GTPBP1,1.24
MIR515-2,1.24
PDCD2L,1.24
TMEM189,1.24
FBXO7,1.24
FBXO38,1.24
ZNF394,1.24
SLC16A6,1.24
PTPRB,1.24
TMEM176A,1.24
RUNDC1,1.24
ZBTB7B,1.24
DHX57,1.24
MTX2,1.24
RPF2,1.24
CACTIN,1.24
ST7L,1.24
MEOX2,1.24
SLC25A29,1.23
SPOCK2,1.23
FNDC1,1.23
LINC01273,1.23
SNAP25,1.23
TSPAN10,1.23
TRIM4,1.23
TNP1,1.23
SMG9,1.23
ADGRF5,1.23
TMPRSS7,1.23
GPS2,1.23
CA10,1.23
OTUD1,1.23
TMEM240,1.23
ZNF234,1.23
SLC35E2B,1.23
SLC35E2A,1.23
SFMBT2,1.23
MTHFS,1.23
SLC27A2,1.23
LOC109029529,1.23
CLIC5,1.23
MTCH1,1.23
LINC01561,1.23
CYB5R1,1.23
EIF3K,1.23
KIR2DS2,1.23
DEGS2,1.23
NDNF,1.23
YPEL4,1.23
CDCA2,1.23
EIF4H,1.23
PSG1,1.23
DNAL4,1.23
ZNF101,1.23
MRPL55,1.23
DHX16,1.23
ACAA1,1.22
CALCOCO2,1.22
MIR3622A,1.22
C19orf44,1.22
FAM193B,1.22
DGAT2,1.22
IQCC,1.22
SOX21,1.22
OCM2,1.22
HS6ST3,1.22
TM6SF1,1.22
MIR3144,1.22
LOC109117330,1.22
RAB5B,1.22
CPN2,1.22
GRSF1,1.22
RBM15B,1.22
ZNRD2,1.22
TRIM13,1.22
CYP4A11,1.22
SARDH,1.22
HP1BP3,1.22
OR10J3,1.22
ALDH6A1,1.22
COPZ1,1.22
FFAR2,1.22
SIPA1L2,1.22
