,gene1,gene2,weight
42778,KLF4,ALDH1A1,1
42779,MYC,CCAR2,1
42780,CHEK2,AURKB,1
42781,TNFRSF1B,IL4,1
42782,LCN2,PPARG,1
42783,TEK,MCAM,1
42784,RAD51B,ALDH2,1
42785,ICAM1,IL7,1
42786,IGF2R,PHLDA2,1
42787,ABL1,CAT,1
42788,SPP1,MAPK3,1
42789,SMAD4,MSH6,1
42790,SERPINA1,CXCL8,1
42791,HSP90AA1,ALB,1
42792,ALCAM,ITGA5,1
42793,SDHC,ALB,1
42794,MYOD1,DDX5,1
42795,TXN,CCND1,1
42796,EDN1,THBD,1
42797,CTSK,GAPDH,1
42798,FGFR1,GNRH1,1
42799,GATA3,PIK3CA,1
42800,PECAM1,SPP1,1
42801,PTGS2,ACE,1
42802,FASLG,IL17A,1
42803,VEGFA,THBS2,1
42804,BDNF,SOD1,1
42805,LEP,APOA1,1
42806,ABCB1,GSTP1,1
42807,STAT6,TLR2,1
42808,PECAM1,GATA4,1
42809,ID1,HES1,1
42810,VEGFA,ZFPM2,1
42811,GSK3B,SMAD2,1
42812,HDAC1,NIPBL,1
42813,MMP3,BMP4,1
42814,CCL11,IL1A,1
42815,CHD7,SOX11,1
42816,RAD50,TERT,1
42817,PTPN1,ROS1,1
42818,ADIPOQ,GAPDH,1
42819,DNMT3B,GAPDH,1
42820,CXCL12,IL3,1
42821,NEK2,MCM5,1
42822,ANXA2,S100B,1
42823,SPP1,SIRT1,1
42824,SRC,MYH9,1
42825,PLCG1,SOS2,1
42826,TRAF6,IL18,1
42827,SHBG,APOB,1
42828,TYRP1,KITLG,1
42829,MYC,KLRK1,1
42830,MMP13,CCL2,1
42831,TEK,MAPK3,1
42832,VEGFA,NKX2-1,1
42833,ZMPSTE24,PPP1R3A,1
42834,ERBB4,GNAQ,1
42835,PROM1,SOX9,1
42836,RYBP,EZH2,1
42837,IL13,FGF2,1
42838,CXCL8,TIMP2,1
42839,ELANE,MMP2,1
42840,CDC42,AMPH,1
42841,HNRNPA1,HK2,1
42842,IL17A,KRAS,1
42843,RET,TRIM24,1
42844,DRD2,PDGFRB,1
42845,SDC1,CD34,1
42846,EGR1,IL4,1
42847,VEGFA,WNT2,1
42848,IGF1,WNT2,1
42849,LEF1,FGF2,1
42850,CYP2C19,ABCC2,1
42851,TP53,ABCG2,1
42852,RHOA,MMP2,1
42853,KRT8,ENO2,1
42854,DPP4,GHRL,1
42855,CDKN1A,NGF,1
42856,VDR,TRIM24,1
42857,CTNNB1,PORCN,1
42858,NKX2-1,FGF10,1
42859,MMP9,KRAS,1
42860,PTPRC,KRT18,1
42861,PTGS2,APC,1
42862,BCL2L11,CSF2,1
42863,BTK,F8,1
42864,EPHB2,SEMA3A,1
42865,IDH1,SETBP1,1
42866,MTOR,INSR,1
42867,CALB2,EPCAM,1
42868,HIF1A,HSPA8,1
42869,HDAC1,IL2,1
42870,AR,CALCA,1
42871,IGF1,SSTR5,1
42872,CD24,CD9,1
42873,TWIST1,CCL2,1
42874,MUC5AC,KRT20,1
42875,CD59,SRC,1
42876,ITGA6,FN1,1
42877,G6PD,ATM,1
42878,NCAM1,IL17A,1
42879,MME,TFRC,1
42880,HSPA8,ALB,1
42881,SMAD1,GLI3,1
42882,HSD17B3,AR,1
42883,TFF3,FOS,1
42884,G6PD,HSD11B1,1
42885,DAPK1,RUNX3,1
42886,MC1R,KITLG,1
42887,FN1,SHH,1
42888,LALBA,SULT1E1,1
42889,MYH11,MYOD1,1
42890,TP53,KRT20,1
42891,PTGS2,WNT1,1
42892,MUC1,EGF,1
42893,MAGEA3,CTLA4,1
42894,MT-CYB,GAPDH,1
42895,ENG,SMAD4,1
42896,MMP9,CSF1R,1
42897,AVP,CAT,1
42898,MMP1,MAPK3,1
42899,CD24,ITGB3,1
42900,HMGA2,HRAS,1
42901,PTGS2,RAC2,1
42902,ANGPT1,CXCL8,1
42903,MAPK14,CCL2,1
42904,E2F1,IGF1R,1
42905,UCHL1,CD68,1
42906,HRAS,TLR2,1
42907,CHEK2,TERT,1
42908,ANGPT1,CXCR4,1
42909,MUTYH,MBD4,1
42910,ZEB1,LAMC2,1
42911,PRDX2,UCHL1,1
42912,TLR9,STUB1,1
42913,PRF1,TNFRSF8,1
42914,KRT18,TP53,1
42915,PAX6,BMP2,1
42916,SERPINA1,MPO,1
42917,PRSS1,ALB,1
42918,TGM2,CYCS,1
42919,OCA2,ACP1,1
42920,CALB2,PDPN,1
42921,XAGE1B,CTAG2,1
42922,TPO,TRH,1
42923,COL1A2,SERPINE1,1
42924,CD68,IFNG,1
42925,GPT,IFNG,1
42926,FAS,PMAIP1,1
42927,CD209,STAT3,1
42928,SPP1,EGF,1
42929,NOS3,FGF23,1
42930,IL17A,TNFRSF1A,1
42931,PAX2,KRT7,1
42932,TIMP3,OSM,1
42933,DVL3,WNT6,1
42934,SMAD2,TIMP1,1
42935,PTPRC,MYD88,1
42936,VDR,TNFSF11,1
42937,STAT5A,CSF3,1
42938,CXCR4,ANXA2,1
42939,CDH13,TIMP3,1
42940,STMN1,CDKN3,1
42941,PTH,CHGA,1
42942,CD44,SHH,1
42943,EP300,APEX1,1
42944,LDLR,CCL2,1
42945,CCR5,SELP,1
42946,CYCS,MDM2,1
42947,IFNB1,RNASEL,1
42948,CDKN1A,CDT1,1
42949,AR,NFKB2,1
42950,RECQL,PRKDC,1
42951,PRKCD,PRKDC,1
42952,BCL2L1,SPHK2,1
42953,KDM5B,NCOR1,1
42954,NR5A1,AMHR2,1
42955,KIT,DNMT3A,1
42956,PTPRJ,ACP1,1
42957,AKT2,MMP2,1
42958,IL10,PROK2,1
42959,KRT19,CDH2,1
42960,CXCL10,EGF,1
42961,CSF2,TNFRSF1A,1
42962,INS,PON1,1
42963,GATA4,SUZ12,1
42964,MCM3,E2F2,1
42965,ABL1,CEBPB,1
42966,RRM2,POLQ,1
42967,FLT1,THBS1,1
42968,POMC,SLC6A4,1
42969,TNFRSF11A,BGLAP,1
42970,RUNX2,FGF23,1
42971,STAT4,IL5,1
42972,IL10,ETS1,1
42973,FASLG,ICAM1,1
42974,IGF1,MYCN,1
42975,IL2RA,GATA3,1
42976,CSF2,CRP,1
42977,GATA1,USF1,1
42978,MECP2,POMC,1
42979,HRAS,MCL1,1
42980,COMT,FOS,1
42981,EGF,KRT14,1
42982,ATP7A,LOX,1
42983,MAPK8,IL17A,1
42984,BIRC2,BECN1,1
42985,GPT,CCL2,1
42986,ACTB,POU5F1,1
42987,MYC,IL5,1
42988,CYP21A2,EGR1,1
42989,EWSR1,PAX3,1
42990,IL13,CYP27B1,1
42991,ANXA2,GAPDH,1
42992,INS,TNFRSF1B,1
42993,MMP9,BMP6,1
42994,HIC1,CCAR2,1
42995,KIT,CD79A,1
42996,CXCL10,CRP,1
42997,KRT18,GAPDH,1
42998,PHB,SMARCA4,1
42999,NSMF,GNRH1,1
43000,XDH,NOS3,1
43001,RAD51,GAPDH,1
43002,APPL1,UBE3A,1
43003,CXCL8,KITLG,1
43004,MT-CYB,EEF1A2,1
43005,ERCC2,NTHL1,1
43006,TCF7L2,IRS1,1
43007,MTRR,FOLH1,1
43008,CREB1,MAPK10,1
43009,MAPK8,PTH,1
43010,BCL2L1,HMOX1,1
43011,BCR,ERCC3,1
43012,SPP1,OSM,1
43013,CDH3,EPCAM,1
43014,FN1,IL2,1
43015,DHFR,ODC1,1
43016,EGF,IFNG,1
43017,WNT3A,CCND2,1
43018,NOS3,GNRH1,1
43019,KRT8,CHGA,1
43020,CXCL12,CDH5,1
43021,OGG1,CDK4,1
43022,VEGFA,CASP8,1
43023,LDHA,MAPK10,1
43024,GSN,ATF3,1
43025,PTEN,CSF1,1
43026,HNF1B,TCF7L2,1
43027,MCL1,FOXM1,1
43028,HDAC2,FOS,1
43029,FGF17,ALB,1
43030,IRS1,ALB,1
43031,TNFSF11,IL7,1
43032,MYC,TSC2,1
43033,PMAIP1,TNFRSF10A,1
43034,BCAR1,ILK,1
43035,E2F2,CDT1,1
43036,SOD2,MPO,1
43037,HNF4A,CEBPB,1
43038,IL11,IL5,1
43039,GFAP,TP53,1
43040,PRKCA,ITGAV,1
43041,CCL5,MAPK8,1
43042,BGLAP,BGN,1
43043,CXCL8,FLT1,1
43044,CCND1,RALA,1
43045,STAT3,PEBP1,1
43046,GPC3,IGF1R,1
43047,GPT,ALK,1
43048,HIF1A,CASP3,1
43049,PTP4A1,ATF2,1
43050,CXCL1,TLR9,1
43051,CDC45,MSH6,1
43052,MAPK9,IL6,1
43053,CD24,ESR1,1
43054,FN1,MCAM,1
43055,RAD51D,POLD1,1
43056,VIM,COL1A1,1
43057,COMT,ADRB2,1
43058,IRF4,IL13,1
43059,IDH1,ENO1,1
43060,RHOA,TNFRSF10B,1
43061,FGFR2,ESR1,1
43062,CASP1,FASLG,1
43063,TYMS,KRAS,1
43064,AFP,HPD,1
43065,GNRH1,IL1B,1
43066,GATA3,KRT5,1
43067,SLC9A3R1,PDGFRA,1
43068,IL3,FGF2,1
43069,CCL5,INS,1
43070,MAPK3,SOS2,1
43071,RELA,PTGS2,1
43072,MAPK9,CASP8,1
43073,CHEK1,POLE,1
43074,IL1B,PDGFRA,1
43075,BMPR1A,TGFB2,1
43076,FOXM1,GAPDH,1
43077,ZFP36,EGF,1
43078,GRIN2B,REST,1
43079,GSN,NME1,1
43080,GH1,GNRH1,1
43081,GFAP,BMP2,1
43082,EGF,TWIST1,1
43083,MBL2,CD46,1
43084,VCAM1,APOB,1
43085,RAB25,SPINT1,1
43086,SSTR2,GHRHR,1
43087,HRAS,AXL,1
43088,PRKCA,IL6,1
43089,NKX2-1,PIP,1
43090,MTOR,CTLA4,1
43091,ITGAL,CD34,1
43092,GATA4,DNMT3A,1
43093,CYP1A2,NQO1,1
43094,CDH5,EGF,1
43095,RUNX3,MMP9,1
43096,SATB1,CDH1,1
43097,TRAF6,IFNB1,1
43098,XPO1,RAD51,1
43099,SKP2,CDC25B,1
43100,IRS1,GAPDH,1
43101,CREB1,POMC,1
43102,IL2,CEACAM5,1
43103,TRAF3,IFNB1,1
43104,RUNX3,THBS1,1
43105,BRCA1,MCM4,1
43106,BMP7,TGFBR2,1
43107,F3,ACE,1
43108,RBBP4,SMARCB1,1
43109,NCOA3,MAPK1,1
43110,PROX1,NOTCH1,1
43111,DHFR,ADA,1
43112,MCL1,MAPK14,1
43113,SNCA,FGF2,1
43114,ESR1,STAT5B,1
43115,CDC45,CUL1,1
43116,IL6,STC1,1
43117,ZEB1,ALDH1A1,1
43118,CHEK1,GADD45A,1
43119,TNF,TIMP2,1
43120,AGER,APOE,1
43121,CLU,EGR1,1
43122,HMGA2,LOX,1
43123,PIK3R1,MAPK8,1
43124,EDN1,ELN,1
43125,HSP90AA1,MAPK7,1
43126,RASGRP1,MAPK3,1
43127,IL32,IL6,1
43128,HSPA4,AIMP2,1
43129,CD274,ZEB1,1
43130,CD40LG,TNFRSF8,1
43131,TGFBR1,CDH5,1
43132,AKT1,GAS6,1
43133,HSPA8,ESR1,1
43134,BDNF,SOX11,1
43135,MSX1,TFAP2A,1
43136,HDAC6,GAPDH,1
43137,FASLG,CXCL8,1
43138,CCL5,FASLG,1
43139,IDH1,FBXW7,1
43140,SLC2A1,HGF,1
43141,VDR,STAT1,1
43142,CHD7,KISS1R,1
43143,IGF2,SRC,1
43144,AURKB,CDK4,1
43145,IL17A,MAF,1
43146,PTGS1,HPGD,1
43147,IRF1,CCND1,1
43148,CTAG1B,CSF2,1
43149,FOXC1,FOXA1,1
43150,CXCL12,ALB,1
43151,ADIPOQ,CD68,1
43152,HNRNPA2B1,PKM,1
43153,CYP1A2,ALB,1
43154,HSPA8,TSG101,1
43155,HDAC9,HSP90AA1,1
43156,BECN1,ACTB,1
43157,RELA,KEAP1,1
43158,MCM3,BRCA1,1
43159,DAPK1,TSC1,1
43160,RETN,MMP2,1
43161,HIF1A,ESR2,1
43162,CDKN2A,TP73,1
43163,GRB2,TP53,1
43164,IBSP,DCN,1
43165,JAK2,ANXA5,1
43166,CDC25A,MCM5,1
43167,MTOR,MDM2,1
43168,TNF,TNFRSF8,1
43169,PROS1,BGLAP,1
43170,STK11,NOTCH1,1
43171,DNMT3B,TYR,1
43172,CCNA2,MAPK1,1
43173,ROCK1,RAC1,1
43174,ZEB2,EP300,1
43175,WRAP53,WRN,1
43176,E2F1,BIRC5,1
43177,FGF9,FN1,1
43178,CD7,IL2,1
43179,MAPK14,SIRT1,1
43180,CDKN2A,SFRP1,1
43181,SDHC,ANXA5,1
43182,PTP4A3,TP53,1
43183,LMNA,WRN,1
43184,AR,POU5F1,1
43185,KLF5,CTNNB1,1
43186,ATP2A2,GAPDH,1
43187,CXCL8,IRF1,1
43188,CTLA4,ALB,1
43189,CASR,CYP24A1,1
43190,NCOA3,PPARD,1
43191,HIC1,DNMT3A,1
43192,ASXL1,GATA2,1
43193,ELN,TGFB1,1
43194,IL17A,PTPN11,1
43195,SRRM3,SF3B1,1
43196,G6PC,SIRT1,1
43197,FGF1,HDGF,1
43198,LYN,RAC2,1
43199,EZH2,PRDM14,1
43200,MAPK3,MIF,1
43201,IRF4,OCA2,1
43202,ADIPOQ,TNFRSF11B,1
43203,CD28,GAPDH,1
43204,HNF4A,LGR5,1
43205,PCNA,TK1,1
43206,IL10,BCL2L1,1
43207,ENO2,TG,1
43208,CTSB,CRP,1
43209,WNT5A,GAPDH,1
43210,CREB1,SDHC,1
43211,POLD1,CCNE1,1
43212,CYLD,SNAI1,1
43213,HPRT1,ALB,1
43214,IL4,SIRT1,1
43215,PCNA,DCK,1
43216,SLC45A3,FOLH1,1
43217,GATA1,YY1,1
43218,CSF1R,IL4,1
43219,SERPINB5,SNAI1,1
43220,CASP8,AIFM1,1
43221,CYCS,SHH,1
43222,GPT,IL2,1
43223,CDC45,KAT6B,1
43224,GSK3B,RASGRP1,1
43225,GATA4,SIRT1,1
43226,VDR,IL10,1
43227,GRPR,FOLH1,1
43228,PTH,IGFBP2,1
43229,CD40,TNFRSF10B,1
43230,TNFRSF1B,FASLG,1
43231,ETS1,FOXA1,1
43232,TNFAIP3,CXCL1,1
43233,MLANA,IL2,1
43234,PTPRC,PLCG1,1
43235,TGFB2,MMP13,1
43236,MBP,IFNG,1
43237,MYC,TCF3,1
43238,ZFP36,INS,1
43239,RELA,CASP3,1
43240,CXCL8,LYVE1,1
43241,TXN,JUN,1
43242,IGF2R,IGFBP6,1
43243,XPC,APEX1,1
43244,SLC30A2,PRL,1
43245,RELA,PIAS1,1
43246,PRKDC,CDK2,1
43247,SPP1,ENPP1,1
43248,AGAP2,PLCG1,1
43249,MT-CO2,TYR,1
43250,SLC2A1,FH,1
43251,HMGA2,NEK2,1
43252,SST,CDKN1B,1
43253,CD40LG,CD4,1
43254,IL17A,FGF2,1
43255,FOLH1,CEACAM5,1
43256,SH2B3,THPO,1
43257,MET,GAPDH,1
43258,PTGER4,CEACAM5,1
43259,ALB,CFTR,1
43260,RECQL,MLH1,1
43261,ACTA2,TGFB2,1
43262,MGMT,RRM1,1
43263,VEGFC,TBL1XR1,1
43264,CREB1,AVP,1
43265,PRC1,BUB3,1
43266,YAP1,PIN1,1
43267,PAX2,CCND1,1
43268,NR4A1,CCL2,1
43269,ALK,GLI1,1
43270,PTCH2,BMP4,1
43271,GGT1,TP53,1
43272,HSP90AA1,TNFRSF1A,1
43273,CD59,IFNG,1
43274,MCL1,HSP90AA1,1
43275,RASSF1,SOCS1,1
43276,IDO1,TNFSF13B,1
43277,CDC42,XIAP,1
43278,PHLPP1,SOS2,1
43279,INS,IL1RN,1
43280,CD34,CEACAM5,1
43281,NCOR1,NFKBIA,1
43282,MUC1,CD44,1
43283,GNAS,STK11,1
43284,MYC,GAST,1
43285,ADAR,HNRNPA1,1
43286,ALB,FLT1,1
43287,MDK,SPP1,1
43288,STAT5B,CSF3,1
43289,PGR,KRT17,1
43290,HRAS,KDM6A,1
43291,BDNF,FYN,1
43292,ITGB3,CD44,1
43293,AKT1,ACE,1
43294,MMP9,TNFRSF11B,1
43295,IFNB1,GAPDH,1
43296,INS,TPO,1
43297,IL4,TIMP1,1
43298,PRF1,IL13,1
43299,INS,TGFBR1,1
43300,FGF7,CCND1,1
43301,BMI1,EPCAM,1
43302,SQSTM1,CASK,1
43303,MAP2K4,CFLAR,1
43304,CAV1,LOX,1
43305,MYC,IDH1,1
43306,IFI27,EPSTI1,1
43307,BSG,STAT3,1
43308,KDM6A,HDAC8,1
43309,PMS1,KDM1A,1
43310,CALB2,NGFR,1
43311,TP53,ZFHX3,1
43312,IDH1,PTPN11,1
43313,CAV1,AHR,1
43314,BIRC2,TNFSF10,1
43315,BCL2L1,MAP2K1,1
43316,DPAGT1,HSPA5,1
43317,ALPP,CAT,1
43318,MTOR,ERBB3,1
43319,CASP8,TLR2,1
43320,KRT19,SNAI1,1
43321,SOX10,MAPK1,1
43322,VEGFA,GFAP,1
43323,NANOG,CCND1,1
43324,RHO,NTS,1
43325,CCR7,IL5,1
43326,AKT1,FAS,1
43327,PMS1,ERCC5,1
43328,BTK,RELA,1
43329,BCL2L1,IL3,1
43330,MUC1,MFGE8,1
43331,F3,NOS3,1
43332,TOP2A,CCNE1,1
43333,CALCA,ALB,1
43334,IFNB1,CCL2,1
43335,EZH2,SMARCA2,1
43336,IGF2,EPCAM,1
43337,ADIPOQ,POMC,1
43338,TRAF6,HSPA4,1
43339,AKT1,NFKB2,1
43340,PIK3CD,IL4,1
43341,GFAP,AKT1,1
43342,HPSE,EGR1,1
43343,RUNX2,KAT6B,1
43344,FASLG,CSF2,1
43345,IL15,KITLG,1
43346,GAPDH,IBSP,1
43347,ADIPOQ,CTNNB1,1
43348,LIG4,CASP3,1
43349,LMNA,CTNNB1,1
43350,ESR1,TOX3,1
43351,HDAC6,MAPK1,1
43352,BRD4,CDK7,1
43353,MET,SOX9,1
43354,HIF1A,TGFB3,1
43355,CD44,BCL2L1,1
43356,CCNA2,CDH2,1
43357,SYP,NAPSA,1
43358,ANXA5,GNRH1,1
43359,HRAS,GATA1,1
43360,KDM6A,ATRX,1
43361,FLI1,CDKN3,1
43362,BMP2,WNT7A,1
43363,ADIPOQ,STK11,1
43364,CDKN2A,MET,1
43365,BARD1,UBE3A,1
43366,RAF1,RAC2,1
43367,HSP90AA1,CCND1,1
43368,GPC3,SULF1,1
43369,IL13,TIMP1,1
43370,EZH2,CDK4,1
43371,HPRT1,IL4,1
43372,MCM3,SKP2,1
43373,MYC,NF1,1
43374,BCL2L1,CDK6,1
43375,RECQL,MSH3,1
43376,CUX1,ATM,1
43377,ETS1,EPAS1,1
43378,CDKN1C,GPC3,1
43379,PIK3CD,KITLG,1
43380,HNF1B,IGF2BP2,1
43381,ATRX,KMT2D,1
43382,HNRNPA1,GAPDH,1
43383,MUC1,KRT5,1
43384,KISS1,GHRL,1
43385,CSN2,STAT3,1
43386,CADM1,TIAM1,1
43387,BECN1,STK11,1
43388,ESR1,RPS6KA3,1
43389,ANXA5,TNFSF10,1
43390,CISH,TLR4,1
43391,CDC27,POLE,1
43392,GATA3,PIP,1
43393,FGFR1,SMAD4,1
43394,SQSTM1,HSP90AA1,1
43395,CSE1L,CFTR,1
43396,ABCB1,SLC19A1,1
43397,ZFPM2,EP300,1
43398,CXCL1,STAT1,1
43399,GADD45A,MAPK1,1
43400,PTPRC,FLT1,1
43401,MYC,IFNA1,1
43402,DNTT,TNFRSF8,1
43403,GRIN2B,EPHA1,1
43404,TCF7L2,WNT10B,1
43405,PAX2,ETV5,1
43406,DYRK1A,CCND3,1
43407,IL13,CRP,1
43408,IL5,GZMB,1
43409,DDIT3,CALR,1
43410,ADM,CRP,1
43411,ROCK2,PIK3R2,1
43412,IRF4,CD40LG,1
43413,ICAM1,CAT,1
43414,CDKN2A,YY1,1
43415,ELANE,RALBP1,1
43416,LGR5,POU5F1,1
43417,MUTYH,BARD1,1
43418,BDNF,RHOA,1
43419,EWSR1,AURKB,1
43420,FGF1,PDGFA,1
43421,CREBBP,TRIM28,1
43422,BRCA1,DAPK1,1
43423,VEGFA,CD40LG,1
43424,KDM1A,MLH3,1
43425,TGM2,TPO,1
43426,SNAI2,POSTN,1
43427,ODC1,CSNK2A1,1
43428,BMI1,CD34,1
43429,FOXC1,RARA,1
43430,CCL11,EGF,1
43431,CSF1R,CSF3,1
43432,IL3,IL18,1
43433,FOSL1,TIMP1,1
43434,BRCA1,GAPDH,1
43435,ACE,HMGCR,1
43436,CXCL12,ANGPT2,1
43437,HLA-A,S100B,1
43438,NCAM1,KRT5,1
43439,CD2AP,CDH1,1
43440,PSEN2,CD2AP,1
43441,GAD1,ERBB4,1
43442,CDC25C,ANXA5,1
43443,SDC1,KIT,1
43444,CDH1,JAG1,1
43445,PTGS1,NOS3,1
43446,CCL5,FN1,1
43447,VDR,TLR2,1
43448,TP53BP1,PMS2,1
43449,BMP4,FGF6,1
43450,FGF19,STAT3,1
43451,INS,KRT19,1
43452,KRT19,NKX2-1,1
43453,CDH5,GAPDH,1
43454,FGF8,GNRH1,1
43455,NCOA2,SRC,1
43456,FTO,ADIPOQ,1
43457,CYCS,CCNA2,1
43458,VEGFC,NKX3-1,1
43459,THBS2,COL18A1,1
43460,MSI1,OLFM4,1
43461,CCR5,IL1B,1
43462,AR,MAPK3,1
43463,BRCA1,POLQ,1
43464,SNCA,TP53,1
43465,IL10,PPARG,1
43466,SKP2,MCM2,1
43467,ATXN3,HDAC3,1
43468,PRL,NR3C1,1
43469,STAT1,IL5,1
43470,CHEK2,SFN,1
43471,MGMT,SFRP1,1
43472,IKBKB,HSPB1,1
43473,BBC3,CASP9,1
43474,KLF4,HDAC5,1
43475,F8,PLAT,1
43476,CDK1,CCNG1,1
43477,SGK3,RHEB,1
43478,IL10,SPP1,1
43479,MECP2,GAD1,1
43480,IL13,STAT5B,1
43481,MMP1,INHBA,1
43482,PPARA,EPAS1,1
43483,CXCR4,SPP1,1
43484,CXCR4,JAK1,1
43485,TNF,BGLAP,1
43486,LYN,TNFSF11,1
43487,FLT3,IL2,1
43488,PRKCA,FAS,1
43489,SQSTM1,EIF4EBP1,1
43490,CD86,CEACAM5,1
43491,CDKN3,MAPK1,1
43492,SSTR2,GH1,1
43493,TLR3,CCR7,1
43494,KISS1,NME1,1
43495,RAD51,FANCF,1
43496,FANCA,NOTCH1,1
43497,NF1,APP,1
43498,CDKN2A,PALB2,1
43499,CD2AP,APP,1
43500,ACACA,GAPDH,1
43501,FGF3,CCND1,1
43502,KRT7,TNFRSF8,1
43503,AKT1,XPO1,1
43504,XRCC3,TP53,1
43505,CIB1,PRKDC,1
43506,SF3B1,HEATR6,1
43507,WNT2B,RSPO1,1
43508,PMAIP1,CFLAR,1
43509,CRP,MIF,1
43510,RAD51D,PMS1,1
43511,TIMP2,GAPDH,1
43512,GPT,SERPINC1,1
43513,AKT1,NQO1,1
43514,LGR5,WNT3,1
43515,IDH1,SMARCB1,1
43516,HMGB1,FEN1,1
43517,HNF4A,MMP7,1
43518,SOD2,XDH,1
43519,ESR1,MEN1,1
43520,IDH2,KRAS,1
43521,FOXO3,ANXA5,1
43522,VEGFA,EIF4E,1
43523,YAP1,FGFR1,1
43524,CA9,ALB,1
43525,SQSTM1,MAPK14,1
43526,CHD7,RAD52,1
43527,GSTP1,SULT1A1,1
43528,CCR2,IL18,1
43529,PLK1,NOTCH1,1
43530,MTA1,MBD4,1
43531,GHR,KITLG,1
43532,CISH,IRS1,1
43533,VEGFA,CCL22,1
43534,ABL1,RASA1,1
43535,CDH5,F2,1
43536,ESR1,RAD51,1
43537,CD7,FLT3,1
43538,PMAIP1,ATM,1
43539,RAD52,XRCC1,1
43540,CASP3,CTSD,1
43541,CTNNB1,DSG2,1
43542,VEGFA,XIAP,1
43543,ELANE,CD68,1
43544,ASXL1,ABL1,1
43545,ANPEP,FLT3,1
43546,SERPINB3,IFNG,1
43547,IGF2,GNAS,1
43548,HSPD1,TP53,1
43549,DIABLO,MAPK8,1
43550,ESR1,IGF2,1
43551,MAPK8,BIRC3,1
43552,DNMT1,HESX1,1
43553,EGFR,TGFB1,1
43554,EZH2,MITF,1
43555,CDT1,CDK6,1
43556,TNFRSF8,MPO,1
43557,CAT,CCL2,1
43558,TFRC,CD5,1
43559,CRP,IL5,1
43560,F3,MPO,1
43561,KRT7,KRAS,1
43562,ERBB2,ABCG2,1
43563,GAPDH,CDKN1B,1
43564,PTPRJ,GRB2,1
43565,SSTR2,MEN1,1
43566,CISH,IL4,1
43567,MMP9,CXCL9,1
43568,TP53BP1,CDC6,1
43569,PTGS2,SERPINE1,1
43570,IL3,EGF,1
43571,INS,PRDM16,1
43572,EZH2,FLT3,1
43573,XPA,XRCC2,1
43574,MUC1,GRB2,1
43575,SLC2A1,EPAS1,1
43576,UHRF1,SUZ12,1
43577,AKT1,NGFR,1
43578,MMP9,IL2,1
43579,IL6,PTGS1,1
43580,DRD2,CYP2D6,1
43581,GREM1,FGF8,1
43582,ESR1,SERPINB3,1
43583,ZEB2,TRPS1,1
43584,PXN,GAPDH,1
43585,S100A9,IL17A,1
43586,AR,E2F3,1
43587,ACTA2,POSTN,1
43588,LDLR,MMP2,1
43589,CBL,CD38,1
43590,BCL10,CASP9,1
43591,CD34,ITGA5,1
43592,PTEN,RAD52,1
43593,IDO1,FASLG,1
43594,NCOA3,PIAS1,1
43595,FOXO3,CDK4,1
43596,ERBB2,NOTCH2,1
43597,S100A4,CDH2,1
43598,IL7,THPO,1
43599,GPT,G6PC,1
43600,PTHLH,IL1B,1
43601,DNMT1,HDAC5,1
43602,POU5F1,GLI1,1
43603,CCR2,APOE,1
43604,IL7,CD38,1
43605,CSF1R,APOB,1
43606,SERPINE1,OSM,1
43607,MUC1,CRP,1
43608,PRF1,TLR2,1
43609,IL6,CD1A,1
43610,CCR1,IL1RN,1
43611,XIAP,TNFRSF10D,1
43612,TNF,CXCR5,1
43613,GATA3,TP53,1
43614,ODC1,IL2,1
43615,MALT1,RIPK1,1
43616,DVL1,TIAM1,1
43617,MMP9,ACTB,1
43618,CSF1,SFRP1,1
43619,TIMP3,CDH1,1
43620,CD5,ANXA5,1
43621,SPP1,TGFB1,1
43622,CTTN,STAT3,1
43623,GMNN,HOXA11,1
43624,DDX3X,SNAI1,1
43625,ADA,FAP,1
43626,TYR,LOX,1
43627,MKI67,FEN1,1
43628,CFLAR,IGF1,1
43629,TERT,ERBB2,1
43630,ACE,APP,1
43631,BRCA1,RBL2,1
43632,NOTCH1,EPHA1,1
43633,CDKN2A,JUNB,1
43634,MAML2,NFIB,1
43635,IL10,PLG,1
43636,VWF,GAPDH,1
43637,ITGA6,POU5F1,1
43638,BLM,TPX2,1
43639,CTAG1B,WT1,1
43640,CD44,MKI67,1
43641,LRP5,NOTCH1,1
43642,NGF,PXN,1
43643,IGF1R,LEF1,1
43644,IL10,MMP1,1
43645,SPIN1,MCM2,1
43646,KLK2,FOLH1,1
43647,PTEN,MMP2,1
43648,VEGFA,TLR3,1
43649,FGF1,BDNF,1
43650,FOXM1,BMP4,1
43651,IL6,IL12B,1
43652,EPCAM,SOX9,1
43653,CTLA4,RAG1,1
43654,ALPL,CD34,1
43655,CREB1,RELA,1
43656,GLI2,BCOR,1
43657,MCL1,EIF4EBP1,1
43658,APPL1,CBL,1
43659,MYC,RAG1,1
43660,CXCL1,FN1,1
43661,ACTB,NANOG,1
43662,OLA1,GAPDH,1
43663,IL6,LEF1,1
43664,VEGFB,FGF2,1
43665,HNF4A,SFRP2,1
43666,PAX3,NOTCH1,1
43667,PCNA,ERCC6,1
43668,BRCA1,UBE3A,1
43669,VCAM1,KITLG,1
43670,COL1A2,MMP7,1
43671,HSPA8,UBE3A,1
43672,FMR1,BMP15,1
43673,DICER1,PAX3,1
